"from" "to" "factor" "value" "x.to" "y.to" "x.end" "y.end" "x.from" "y.from"
"663" "06SS3D117PI" "06SS2T337PI" 1 5 390181.752015434 4973150.80539302 0 0 389889.789998739 4978999.62271911
"664" "06SS3D117PI" "06SS2T587PI" 1 5 386617.471968571 4975219.5795472 0 0 389889.789998739 4978999.62271911
"665" "06SS3D117PI" "06SS4D383PI" 1 5 397166.75418504 4986371.03933758 0 0 389889.789998739 4978999.62271911
"666" "06SS3D183PI" "01SS2N182PI" 1 7 420813.346683221 5045888.38933631 0 0 436139.984397465 5031443.08226042
"667" "06SS3D183PI" "01SS2N262PI" 1 7 419017.815371338 5042049.96011286 0 0 436139.984397465 5031443.08226042
"668" "06SS3D183PI" "06SS2F351PI" 1 7 423920.855044209 5044310.89828692 0 0 436139.984397465 5031443.08226042
"669" "06SS3D183PI" "06SS2N993PI" 1 7 431912.583252755 5027102.31469486 0 0 436139.984397465 5031443.08226042
"670" "06SS3D183PI" "06SS3D108PI" 1 7 444750.663496114 5032743.9074983 0 0 436139.984397465 5031443.08226042
"671" "06SS3D183PI" "06SS2T339PI" 1 7 422519.519598303 5038000.60869387 0 0 436139.984397465 5031443.08226042
"672" "06SS3D183PI" "06SS3N983PI" 1 7 433882.5739556 5024946.88675175 0 0 436139.984397465 5031443.08226042
"673" "06SS3D295PI" "01SS2N294PI" 1 11 390027.145974225 5017989.29849329 0 0 402612.582987316 5009554.04625563
"674" "06SS3D295PI" "06SS1T194PI" 1 11 396390.084460967 5015715.76121705 0 0 402612.582987316 5009554.04625563
"675" "06SS3D295PI" "06SS2T048PI" 1 11 397343.245937149 5008265.91752912 0 0 402612.582987316 5009554.04625563
"676" "06SS3D295PI" "06SS2T193PI" 1 11 390204.35696222 5015982.83353433 0 0 402612.582987316 5009554.04625563
"677" "06SS3D295PI" "06SS2T196PI" 1 11 393131.085724116 5011584.19239133 0 0 402612.582987316 5009554.04625563
"678" "06SS3D295PI" "06SS1T565PI" 1 11 399225.314136205 5013483.56871177 0 0 402612.582987316 5009554.04625563
"679" "06SS3D295PI" "06SS1T665PI" 1 11 394541.011142116 5012166.38799042 0 0 402612.582987316 5009554.04625563
"680" "06SS3D295PI" "06SS1T913PI" 1 11 393338.295142768 5013966.74634834 0 0 402612.582987316 5009554.04625563
"681" "06SS3D295PI" "06SS2T527PI" 1 11 402120.329523162 5012181.47963943 0 0 402612.582987316 5009554.04625563
"682" "06SS3D295PI" "06SS4D384PI" 1 11 418833.713744402 5003170.2077625 0 0 402612.582987316 5009554.04625563
"683" "06SS3D295PI" "06SS4D999PI" 1 11 405446.736671653 4998287.56450512 0 0 402612.582987316 5009554.04625563
"684" "06SS3F121PI" "04SS3N120PI" 1 2 358040.691832161 4978598.72997522 0 0 370029.030915356 4968199.56147793
"685" "06SS3F121PI" "06SS3F364PI" 1 2 380759.539609627 4963291.08249403 0 0 370029.030915356 4968199.56147793
"686" "06SS3F124PI" "01SS2N123PI" 1 3 401480.406844959 5039084.54480939 0 0 407916.887491454 5030145.42766613
"687" "06SS3F124PI" "01SS2N710PI" 1 3 398870.062209049 5036355.68953147 0 0 407916.887491454 5030145.42766613
"688" "06SS3F124PI" "06GH4F167PI" 1 3 414140.514358673 5030762.50822198 0 0 407916.887491454 5030145.42766613
"689" "06SS3F180PI" "04SS1N184PI" 1 4 407708.606707267 4913149.01146455 0 0 408593.240844825 4918308.27740256
"690" "06SS3F180PI" "04SS3N179PI" 1 4 404666.81093427 4912893.44563335 0 0 408593.240844825 4918308.27740256
"691" "06SS3F180PI" "06SS1T355PI" 1 4 409291.797520663 4916122.8044444 0 0 408593.240844825 4918308.27740256
"692" "06SS3F180PI" "06SS4F802PI" 1 4 412936.893288412 4928800.7428567 0 0 408593.240844825 4918308.27740256
"693" "06SS3F241PI" "06SS3F247PI" 1 3 384472.613843531 4925716.02345885 0 0 393102.067155612 4941336.52441896
"694" "06SS3F241PI" "06SS3F291PI" 1 3 391629.927174129 4942536.73717526 0 0 393102.067155612 4941336.52441896
"695" "06SS3F241PI" "06SS4F292PI" 1 3 394295.735568337 4958158.34538422 0 0 393102.067155612 4941336.52441896
"696" "06SS3F247PI" "04SS2N246PI" 1 3 367738.966190958 4918766.02685905 0 0 384472.613843531 4925716.02345885
"697" "06SS3F247PI" "06SS3F241PI" 1 3 393102.067155612 4941336.52441896 0 0 384472.613843531 4925716.02345885
"698" "06SS3F247PI" "04SS2N689PI" 1 3 375869.40309185 4916134.87096075 0 0 384472.613843531 4925716.02345885
"699" "06SS3F277PI" "06SS1T189PI" 1 6 476541.107879389 4957766.93587837 0 0 479114.108718284 4952452.79352066
"700" "06SS3F277PI" "06SS3F344PI" 1 6 472742.782341428 4956444.85351484 0 0 479114.108718284 4952452.79352066
"701" "06SS3F277PI" "10SS1N657PI" 1 6 477028.020374954 4952860.48115139 0 0 479114.108718284 4952452.79352066
"702" "06SS3F277PI" "10SS2N276PI" 1 6 486766.588751299 4943724.15359484 0 0 479114.108718284 4952452.79352066
"703" "06SS3F277PI" "10SS2N329PI" 1 6 486184.613654214 4948666.26096392 0 0 479114.108718284 4952452.79352066
"704" "06SS3F277PI" "10SS2N787PI" 1 6 480025.531834813 4954466.62168883 0 0 479114.108718284 4952452.79352066
"705" "06SS3F290PI" "04SS3N289PI" 1 3 373248.88714965 4926101.93882836 0 0 382777.833077238 4932924.91256272
"706" "06SS3F290PI" "04SS2N798PI" 1 3 375887.603338904 4928355.41194917 0 0 382777.833077238 4932924.91256272
"707" "06SS3F290PI" "06SS3F291PI" 1 3 391629.927174129 4942536.73717526 0 0 382777.833077238 4932924.91256272
"708" "06SS3F291PI" "06SS3F241PI" 1 3 393102.067155612 4941336.52441896 0 0 391629.927174129 4942536.73717526
"709" "06SS3F291PI" "06SS3F290PI" 1 3 382777.833077238 4932924.91256272 0 0 391629.927174129 4942536.73717526
"710" "06SS3F291PI" "06SS4F292PI" 1 3 394295.735568337 4958158.34538422 0 0 391629.927174129 4942536.73717526
"711" "06SS3F344PI" "06SS1T492PI" 1 11 471099.613471797 4955914.50522787 0 0 472742.782341428 4956444.85351484
"712" "06SS3F344PI" "06SS3F277PI" 1 11 479114.108718284 4952452.79352066 0 0 472742.782341428 4956444.85351484
"713" "06SS3F344PI" "06SS2T551PI" 1 11 475300.462927962 4962382.46566449 0 0 472742.782341428 4956444.85351484
"714" "06SS3F344PI" "06SS4T067PI" 1 11 464928.091242629 4960805.56868919 0 0 472742.782341428 4956444.85351484
"715" "06SS3F344PI" "06SS4T068PI" 1 11 472068.025428018 4972116.86231104 0 0 472742.782341428 4956444.85351484
"716" "06SS3F344PI" "10SS2N009PI" 1 11 478323.181606911 4947916.52532055 0 0 472742.782341428 4956444.85351484
"717" "06SS3F344PI" "10SS2N376PI" 1 11 477187.833630604 4940881.42772386 0 0 472742.782341428 4956444.85351484
"718" "06SS3F344PI" "10SS1N151PI" 1 11 475353.500718883 4947179.72097123 0 0 472742.782341428 4956444.85351484
"719" "06SS3F344PI" "10SS1N476PI" 1 11 471863.92077639 4950913.06049886 0 0 472742.782341428 4956444.85351484
"720" "06SS3F344PI" "10SS1N610PI" 1 11 471630.536893261 4948407.67878152 0 0 472742.782341428 4956444.85351484
"721" "06SS3F344PI" "10SS3N343PI" 1 11 468924.873237916 4937512.22306987 0 0 472742.782341428 4956444.85351484
"722" "06SS2T307PI" "06SS4D382PI" 1 1 393622.496915593 4969313.86445805 0 0 403826.509360742 4958379.10127503
"723" "06SS2T315PI" "06SS5T807PI" 1 1 467904.1074947 4973688.94300231 0 0 460311.970867622 4976287.82108011
"724" "06SS2T319PI" "06SS4F802PI" 1 1 412936.893288412 4928800.7428567 0 0 406420.609426415 4930603.08109616
"725" "06SS2T335PI" "06SS2D116PI" 1 1 377577.934559176 4981154.51982087 0 0 372811.775408533 4978449.17759525
"726" "06SS2T337PI" "06SS2T274PI" 1 2 375826.858007899 4969631.57799203 0 0 390181.752015434 4973150.80539302
"727" "06SS2T337PI" "06SS3D117PI" 1 2 389889.789998739 4978999.62271911 0 0 390181.752015434 4973150.80539302
"728" "06SS2T339PI" "06SS3D183PI" 1 1 436139.984397465 5031443.08226042 0 0 422519.519598303 5038000.60869387
"729" "06SS2T417PI" "06SS4F802PI" 1 1 412936.893288412 4928800.7428567 0 0 409330.06564946 4925346.76062808
"730" "06SS2T450PI" "06SS3D108PI" 1 1 444750.663496114 5032743.9074983 0 0 444657.598991024 5032635.63609828
"731" "06SS2T468PI" "06SS4F802PI" 1 1 412936.893288412 4928800.7428567 0 0 408486.874314234 4930750.52691256
"732" "06SS2T489PI" "06SS2T783PI" 1 1 440067.540447677 5045567.82215226 0 0 440699.740913354 5050680.07600667
"733" "06SS2T501PI" "06SS2T034PI" 1 2 410842.734196147 4975974.64026371 0 0 412859.648404978 4985745.49225471
"734" "06SS2T501PI" "05SS2N399PI" 1 2 408296.85065842 4984419.98820924 0 0 412859.648404978 4985745.49225471
"735" "06SS2T527PI" "06SS3D295PI" 1 1 402612.582987316 5009554.04625563 0 0 402120.329523162 5012181.47963943
"736" "06SS2T532PI" "08SS1N531PI" 1 2 453892.439845998 4956126.92383059 0 0 458347.633273777 4957193.64972359
"737" "06SS2T532PI" "06SS4T067PI" 1 2 464928.091242629 4960805.56868919 0 0 458347.633273777 4957193.64972359
"738" "06SS2T551PI" "06SS3F344PI" 1 1 472742.782341428 4956444.85351484 0 0 475300.462927962 4962382.46566449
"739" "06SS2T556PI" "06SS1T232PI" 1 2 464886.280658763 4977617.37178606 0 0 464434.702710749 4976925.23888117
"740" "06SS2T556PI" "06SS5T807PI" 1 2 467904.1074947 4973688.94300231 0 0 464434.702710749 4976925.23888117
"741" "06SS2T561PI" "06SS2T741PI" 1 1 455979.232360097 5051662.79194357 0 0 458422.017630443 5050168.69757781
"742" "06SS2T587PI" "06SS3D117PI" 1 1 389889.789998739 4978999.62271911 0 0 386617.471968571 4975219.5795472
"743" "06SS2T607PI" "06SS1T606PI" 1 2 479719.726973082 4960844.68763741 0 0 475280.142611539 4969709.31713857
"744" "06SS2T607PI" "06SS5T808PI" 1 2 478201.381707396 4980148.85305102 0 0 475280.142611539 4969709.31713857
"745" "06SS2T620PI" "06SS4T067PI" 1 1 464928.091242629 4960805.56868919 0 0 469318.938465841 4964817.55629288
"746" "06SS2T621PI" "06SS4D382PI" 1 1 393622.496915593 4969313.86445805 0 0 391793.117220778 4958819.78427144
"747" "06SS2T653PI" "06SS2T701PI" 1 1 455677.057012737 4973771.22005024 0 0 454276.919806942 4977601.50734209
"748" "06SS2T659PI" "06SS2T034PI" 1 1 410842.734196147 4975974.64026371 0 0 410893.70974907 4967994.61557282
"749" "06SS2T664PI" "06SS2T815PI" 1 1 469039.303716644 5043325.15771511 0 0 469752.001666063 5051468.86236952
"750" "06SS2T679PI" "06SS4F714PI" 1 1 490789.80289467 4985011.28019847 0 0 486763.110903441 4984237.6437468
"751" "06SS2T680PI" "06SS2T681PI" 1 1 435642.267344317 5037884.15004235 0 0 439335.157784932 5037232.92927913
"752" "06SS2T681PI" "06SS2T266PI" 1 2 438390.084822735 5034583.14903542 0 0 435642.267344317 5037884.15004235
"753" "06SS2T681PI" "06SS2T680PI" 1 2 439335.157784932 5037232.92927913 0 0 435642.267344317 5037884.15004235
"754" "06SS2T686PI" "06SS1T216PI" 1 5 457382.009187766 4995218.82263306 0 0 462203.746667465 4991939.78076637
"755" "06SS2T686PI" "05SS1N685PI" 1 5 451256.864668554 4986848.23145541 0 0 462203.746667465 4991939.78076637
"756" "06SS2T686PI" "06SS1T517PI" 1 5 455706.411791054 4989857.69641691 0 0 462203.746667465 4991939.78076637
"757" "06SS2T686PI" "06SS1T526PI" 1 5 452814.580773045 4989795.89686961 0 0 462203.746667465 4991939.78076637
"758" "06SS2T686PI" "06SS3T244PI" 1 5 467345.006972964 4988054.83299263 0 0 462203.746667465 4991939.78076637
"759" "06SS2T687PI" "06SS3D108PI" 1 1 444750.663496114 5032743.9074983 0 0 446272.531284362 5042358.81159639
"760" "06SS2T701PI" "06SS2T653PI" 1 2 454276.919806942 4977601.50734209 0 0 455677.057012737 4973771.22005024
"761" "06SS2T701PI" "06SS5T806PI" 1 2 455060.00010588 4969978.04846315 0 0 455677.057012737 4973771.22005024
"762" "06SS2T730PI" "06SS2F006PI" 1 3 458923.676777141 5058952.14788098 0 0 457398.464687657 5058082.05255508
"763" "06SS2T730PI" "06SS2T842PI" 1 3 453795.863009535 5062158.24002934 0 0 457398.464687657 5058082.05255508
"764" "06SS2T730PI" "06SS3D007PI" 1 3 464694.332832208 5044887.32328637 0 0 457398.464687657 5058082.05255508
"765" "06SS2T739PI" "06SS2T034PI" 1 1 410842.734196147 4975974.64026371 0 0 404256.272053331 4970382.28494365
"766" "06SS2T740PI" "06SS2T741PI" 1 1 455979.232360097 5051662.79194357 0 0 456163.047468295 5052759.43971142
"767" "06SS2T741PI" "06SS2N985PI" 1 3 460300.653004943 5043869.25924724 0 0 455979.232360097 5051662.79194357
"768" "06SS2T741PI" "06SS2T561PI" 1 3 458422.017630443 5050168.69757781 0 0 455979.232360097 5051662.79194357
"769" "06SS2T741PI" "06SS2T740PI" 1 3 456163.047468295 5052759.43971142 0 0 455979.232360097 5051662.79194357
"770" "06SS2T779PI" "06SS3F348PI" 1 3 399500.795936864 5021908.56376987 0 0 403488.088333672 5020888.68353106
"771" "06SS2T779PI" "06SS4F349PI" 1 3 408117.167506263 5008083.02733754 0 0 403488.088333672 5020888.68353106
"772" "06SS2T779PI" "06SS2N987PI" 1 3 407654.746475043 5020217.46679736 0 0 403488.088333672 5020888.68353106
"773" "06SS2T783PI" "06SS3D108PI" 1 2 444750.663496114 5032743.9074983 0 0 440067.540447677 5045567.82215226
"774" "06SS2T783PI" "06SS2T489PI" 1 2 440699.740913354 5050680.07600667 0 0 440067.540447677 5045567.82215226
"775" "06SS2T788PI" "06SS3F381PI" 1 1 381130.301636869 4957314.7267662 0 0 370168.467463651 4957444.99638737
"776" "06SS3F348PI" "01SS1N966PI" 1 8 391890.711117224 5030862.76159224 0 0 399500.795936864 5021908.56376987
"777" "06SS3F348PI" "01SS2N785PI" 1 8 396450.002772338 5032073.76299857 0 0 399500.795936864 5021908.56376987
"778" "06SS3F348PI" "01SS3N347PI" 1 8 383584.428111674 5030092.76953091 0 0 399500.795936864 5021908.56376987
"779" "06SS3F348PI" "01SS2N210PI" 1 8 392319.750687874 5025480.99308 0 0 399500.795936864 5021908.56376987
"780" "06SS3F348PI" "06SS1T654PI" 1 8 401105.970274428 5021151.48995093 0 0 399500.795936864 5021908.56376987
"781" "06SS3F348PI" "06SS2T779PI" 1 8 403488.088333672 5020888.68353106 0 0 399500.795936864 5021908.56376987
"782" "06SS3F348PI" "06SS4F349PI" 1 8 408117.167506263 5008083.02733754 0 0 399500.795936864 5021908.56376987
"783" "06SS3F348PI" "01SS2N732PI" 1 8 388244.946598989 5036094.90621017 0 0 399500.795936864 5021908.56376987
"784" "06SS3F363PI" "04SS2N285PI" 1 5 358524.068510922 4960326.34657811 0 0 368517.025320793 4964222.27312589
"785" "06SS3F363PI" "04SS2N362PI" 1 5 350806.860141712 4962872.37948864 0 0 368517.025320793 4964222.27312589
"786" "06SS3F363PI" "06SS1T192PI" 1 5 368586.911570445 4965192.78080039 0 0 368517.025320793 4964222.27312589
"787" "06SS3F363PI" "06SS2T112PI" 1 5 367570.791833042 4965828.26016716 0 0 368517.025320793 4964222.27312589
"788" "06SS3F363PI" "06SS3F364PI" 1 5 380759.539609627 4963291.08249403 0 0 368517.025320793 4964222.27312589
"789" "06SS3F364PI" "06SS3F121PI" 1 4 370029.030915356 4968199.56147793 0 0 380759.539609627 4963291.08249403
"790" "06SS3F364PI" "06SS3F363PI" 1 4 368517.025320793 4964222.27312589 0 0 380759.539609627 4963291.08249403
"791" "06SS3F364PI" "06SS3F381PI" 1 4 381130.301636869 4957314.7267662 0 0 380759.539609627 4963291.08249403
"792" "06SS3F364PI" "06SS4D382PI" 1 4 393622.496915593 4969313.86445805 0 0 380759.539609627 4963291.08249403
"793" "06SS3F370PI" "04SS2N075PI" 1 5 392007.606759967 4912012.4002168 0 0 405176.597768049 4921808.13198931
"794" "06SS3F370PI" "04SS2N369PI" 1 5 395367.258844927 4909742.97911444 0 0 405176.597768049 4921808.13198931
"795" "06SS3F370PI" "06SS2T072PI" 1 5 408328.252894667 4920784.61521637 0 0 405176.597768049 4921808.13198931
"796" "06SS3F370PI" "06SS4F802PI" 1 5 412936.893288412 4928800.7428567 0 0 405176.597768049 4921808.13198931
"797" "06SS3F370PI" "06SS2T390PI" 1 5 399782.753228754 4914973.72562974 0 0 405176.597768049 4921808.13198931
"798" "06SS3F381PI" "04SS2N039PI" 1 10 379752.002387749 4943618.30971375 0 0 381130.301636869 4957314.7267662
"799" "06SS3F381PI" "06SS1T035PI" 1 10 383886.547031898 4956111.57669361 0 0 381130.301636869 4957314.7267662
"800" "06SS3F381PI" "06SS1T036PI" 1 10 380260.099032232 4960465.24722063 0 0 381130.301636869 4957314.7267662
"801" "06SS3F381PI" "06SS2T090PI" 1 10 378340.651787626 4957585.44677476 0 0 381130.301636869 4957314.7267662
"802" "06SS3F381PI" "06SS2T812PI" 1 10 381550.341792596 4955923.21535751 0 0 381130.301636869 4957314.7267662
"803" "06SS3F381PI" "06SS2T788PI" 1 10 370168.467463651 4957444.99638737 0 0 381130.301636869 4957314.7267662
"804" "06SS3F381PI" "06SS3F364PI" 1 10 380759.539609627 4963291.08249403 0 0 381130.301636869 4957314.7267662
"805" "06SS3F381PI" "06SS4D382PI" 1 10 393622.496915593 4969313.86445805 0 0 381130.301636869 4957314.7267662
"806" "06SS3F381PI" "06SS2T228PI" 1 10 368742.089410909 4953985.96918462 0 0 381130.301636869 4957314.7267662
"807" "06SS3F381PI" "04SS2N380PI" 1 10 366877.610014152 4945736.12466299 0 0 381130.301636869 4957314.7267662
"808" "06SS3F705PI" "04SS2N704PI" 1 2 368796.109779175 4987934.93379954 0 0 390210.367909357 4985368.24953504
"809" "06SS3F705PI" "06SS4D383PI" 1 2 397166.75418504 4986371.03933758 0 0 390210.367909357 4985368.24953504
"810" "06SS3F713PI" "06SS2D255PI" 1 5 492250.003299529 4974741.61353818 0 0 488336.687423051 4971880.87422061
"811" "06SS3F713PI" "06SS4F714PI" 1 5 490789.80289467 4985011.28019847 0 0 488336.687423051 4971880.87422061
"812" "06SS3F713PI" "10SS2N096PI" 1 5 492384.874526693 4960796.95985471 0 0 488336.687423051 4971880.87422061
"813" "06SS3F713PI" "10SS2N353PI" 1 5 492354.831120751 4964844.99093432 0 0 488336.687423051 4971880.87422061
"814" "06SS3F713PI" "10SS3N712PI" 1 5 487964.489959633 4959317.21151798 0 0 488336.687423051 4971880.87422061
"815" "06SS3F722PI" "01SS3N721PI" 1 5 441009.859764055 5069909.17584702 0 0 451184.911985131 5050537.69665703
"816" "06SS3F722PI" "01SS3N727PI" 1 5 442343.91145474 5059699.88401931 0 0 451184.911985131 5050537.69665703
"817" "06SS3F722PI" "06SS1T317PI" 1 5 449356.993174783 5057971.68070806 0 0 451184.911985131 5050537.69665703
"818" "06SS3F722PI" "06SS2N985PI" 1 5 460300.653004943 5043869.25924724 0 0 451184.911985131 5050537.69665703
"819" "06SS3F722PI" "06SS3F723PI" 1 5 452988.019574473 5031729.10158694 0 0 451184.911985131 5050537.69665703
"820" "06SS5T388PI" "06SS5T808PI" 1 3 478201.381707396 4980148.85305102 0 0 487580.776064807 4987557.45378708
"821" "06SS5T388PI" "06SS4F714PI" 1 3 490789.80289467 4985011.28019847 0 0 487580.776064807 4987557.45378708
"822" "06SS5T388PI" "06SS5T387PI" 1 3 473178.106202472 4988820.59640302 0 0 487580.776064807 4987557.45378708
"823" "06SS5T806PI" "05SS4N805PI" 1 9 442465.537647185 4970269.01898008 0 0 455060.00010588 4969978.04846315
"824" "06SS5T806PI" "05SS1N851PI" 1 9 448353.878903764 4965845.32697983 0 0 455060.00010588 4969978.04846315
"825" "06SS5T806PI" "05SS2N824PI" 1 9 448684.1834538 4964983.44482871 0 0 455060.00010588 4969978.04846315
"826" "06SS5T806PI" "06SS1T421PI" 1 9 450544.584966862 4970549.56596218 0 0 455060.00010588 4969978.04846315
"827" "06SS5T806PI" "06SS1T466PI" 1 9 456622.817510868 4968038.59879551 0 0 455060.00010588 4969978.04846315
"828" "06SS5T806PI" "06SS2T214PI" 1 9 449365.767042309 4974854.78866352 0 0 455060.00010588 4969978.04846315
"829" "06SS5T806PI" "06SS2T701PI" 1 9 455677.057012737 4973771.22005024 0 0 455060.00010588 4969978.04846315
"830" "06SS5T806PI" "06SS3T047PI" 1 9 458433.208210711 4965426.45306169 0 0 455060.00010588 4969978.04846315
"831" "06SS5T806PI" "06SS5T807PI" 1 9 467904.1074947 4973688.94300231 0 0 455060.00010588 4969978.04846315
"832" "06SS5T808PI" "06SS2T607PI" 1 5 475280.142611539 4969709.31713857 0 0 478201.381707396 4980148.85305102
"833" "06SS5T808PI" "06SS5T388PI" 1 5 487580.776064807 4987557.45378708 0 0 478201.381707396 4980148.85305102
"834" "06SS5T808PI" "06SS4T068PI" 1 5 472068.025428018 4972116.86231104 0 0 478201.381707396 4980148.85305102
"835" "06SS5T808PI" "06SS5T387PI" 1 5 473178.106202472 4988820.59640302 0 0 478201.381707396 4980148.85305102
"836" "06SS5T808PI" "06SS5T807PI" 1 5 467904.1074947 4973688.94300231 0 0 478201.381707396 4980148.85305102
"837" "08SS1N043PI" "08SS2N044PI" 1 1 427861.192162316 4933374.5068878 0 0 427906.171042216 4921158.85428682
"838" "08SS1N049PI" "08SS2N044PI" 1 2 427861.192162316 4933374.5068878 0 0 429368.899290734 4940675.98415057
"839" "08SS1N049PI" "08SS3N045PI" 1 2 435906.276197073 4946024.95536626 0 0 429368.899290734 4940675.98415057
"840" "08SS1N052PI" "08SS4N066PI" 1 1 457467.940003804 4946811.05830269 0 0 453611.984570516 4948676.41857255
"841" "08SS1N085PI" "08SS2N109PI" 1 1 426214.256879696 4914379.42997482 0 0 426051.798368668 4916059.55612383
"842" "08SS1N227PI" "05SS3T046PI" 1 2 448682.286354538 4957276.45034409 0 0 452995.272398519 4958249.00754074
"843" "08SS1N227PI" "06SS3T047PI" 1 2 458433.208210711 4965426.45306169 0 0 452995.272398519 4958249.00754074
"844" "08SS1N305PI" "08SS4N066PI" 1 1 457467.940003804 4946811.05830269 0 0 456982.448301211 4950069.3480819
"845" "08SS1N324PI" "08SS4N066PI" 1 1 457467.940003804 4946811.05830269 0 0 450693.60258961 4947237.60199785
"846" "08SS1N357PI" "08SS3N064PI" 1 1 447635.000851835 4935567.09908492 0 0 444806.191093831 4936448.05465006
"847" "08SS1N403PI" "08SS4N062PI" 1 1 441591.183002629 4942950.63759684 0 0 446371.070555153 4946006.62755466
"848" "08SS1N428PI" "08SS4N062PI" 1 1 441591.183002629 4942950.63759684 0 0 437981.811408852 4936855.78289757
"849" "08SS1N446PI" "09SS2N800PI" 1 2 414880.533379148 4892385.31861704 0 0 424775.601746915 4903573.46247682
"850" "08SS1N446PI" "09SS3N801PI" 1 2 422664.717090784 4913200.19778549 0 0 424775.601746915 4903573.46247682
"851" "08SS1N454PI" "08SS4N062PI" 1 1 441591.183002629 4942950.63759684 0 0 440387.681090512 4945565.05034887
"852" "08SS1N531PI" "06SS2T532PI" 1 1 458347.633273777 4957193.64972359 0 0 453892.439845998 4956126.92383059
"853" "08SS1N543PI" "08SS3N187PI" 1 1 453588.526796106 4941090.45006406 0 0 452272.571877612 4943411.47223006
"854" "08SS1N603PI" "08SS3N045PI" 1 1 435906.276197073 4946024.95536626 0 0 434112.198623218 4948115.19626806
"855" "08SS1N672PI" "10SS3N186PI" 1 1 456168.132393868 4932093.92153109 0 0 453843.599195895 4930948.58845143
"856" "08SS1N794PI" "08SS3N064PI" 1 1 447635.000851835 4935567.09908492 0 0 449582.523004296 4935912.52162551
"857" "08SS1N810PI" "08SS4N062PI" 1 1 441591.183002629 4942950.63759684 0 0 439024.10627461 4938259.73543701
"858" "08SS1N825PI" "08SS2N826PI" 1 1 434203.001598092 4953589.7274163 0 0 429543.831931026 4948808.85606696
"859" "08SS1N882PI" "05SS3T046PI" 1 1 448682.286354538 4957276.45034409 0 0 441166.113581846 4949335.05399371
"860" "08SS1N931PI" "06SS4T067PI" 1 1 464928.091242629 4960805.56868919 0 0 461450.553339443 4957870.66991802
"861" "08SS2N027PI" "06SS4F802PI" 1 1 412936.893288412 4928800.7428567 0 0 419529.086219184 4922383.01350238
"862" "06SS3F723PI" "06SS3D108PI" 1 3 444750.663496114 5032743.9074983 0 0 452988.019574473 5031729.10158694
"863" "06SS3F723PI" "06SS3F722PI" 1 3 451184.911985131 5050537.69665703 0 0 452988.019574473 5031729.10158694
"864" "06SS3F723PI" "06SS4D724PI" 1 3 461659.581342719 5011572.06048513 0 0 452988.019574473 5031729.10158694
"865" "06SS3F760PI" "01SS2N817PI" 1 4 379056.857511161 5018735.18747568 0 0 388191.935138111 5006768.64848758
"866" "06SS3F760PI" "01SS3N758PI" 1 4 377260.21413415 5014818.45057842 0 0 388191.935138111 5006768.64848758
"867" "06SS3F760PI" "06SS2T103PI" 1 4 385623.98251204 5004348.03277515 0 0 388191.935138111 5006768.64848758
"868" "06SS3F760PI" "06SS3F974PI" 1 4 396732.952936118 4996527.45285768 0 0 388191.935138111 5006768.64848758
"869" "06SS3F923PI" "06SS1T645PI" 1 2 383917.268875846 4937202.23375559 0 0 387391.941977687 4950893.68755179
"870" "06SS3F923PI" "06SS4D382PI" 1 2 393622.496915593 4969313.86445805 0 0 387391.941977687 4950893.68755179
"871" "06SS3F974PI" "06SS2T103PI" 1 4 385623.98251204 5004348.03277515 0 0 396732.952936118 4996527.45285768
"872" "06SS3F974PI" "06SS3F760PI" 1 4 388191.935138111 5006768.64848758 0 0 396732.952936118 4996527.45285768
"873" "06SS3F974PI" "06SS4D383PI" 1 4 397166.75418504 4986371.03933758 0 0 396732.952936118 4996527.45285768
"874" "06SS3F974PI" "06SS4D999PI" 1 4 405446.736671653 4998287.56450512 0 0 396732.952936118 4996527.45285768
"875" "06SS3N980PI" "06SS2T297PI" 1 5 449109.330821868 5037004.4492136 0 0 444040.042412993 5023808.33012846
"876" "06SS3N980PI" "06SS2N985PI" 1 5 460300.653004943 5043869.25924724 0 0 444040.042412993 5023808.33012846
"877" "06SS3N980PI" "06SS3N988PI" 1 5 472878.935562814 5047355.11947721 0 0 444040.042412993 5023808.33012846
"878" "06SS3N980PI" "06SS3T816PI" 1 5 473196.686927432 5033349.57036084 0 0 444040.042412993 5023808.33012846
"879" "06SS3N980PI" "06SS4D384PI" 1 5 418833.713744402 5003170.2077625 0 0 444040.042412993 5023808.33012846
"880" "06SS3N981PI" "06GH4F167PI" 1 3 414140.514358673 5030762.50822198 0 0 429110.094468067 5022276.54234294
"881" "06SS3N981PI" "06SS3N983PI" 1 3 433882.5739556 5024946.88675175 0 0 429110.094468067 5022276.54234294
"882" "06SS3N981PI" "06SS4D724PI" 1 3 461659.581342719 5011572.06048513 0 0 429110.094468067 5022276.54234294
"883" "06SS3N983PI" "06SS3D183PI" 1 2 436139.984397465 5031443.08226042 0 0 433882.5739556 5024946.88675175
"884" "06SS3N983PI" "06SS3N981PI" 1 2 429110.094468067 5022276.54234294 0 0 433882.5739556 5024946.88675175
"885" "06SS3N988PI" "06SS2T815PI" 1 3 469039.303716644 5043325.15771511 0 0 472878.935562814 5047355.11947721
"886" "06SS3N988PI" "06SS3N980PI" 1 3 444040.042412993 5023808.33012846 0 0 472878.935562814 5047355.11947721
"887" "06SS3N988PI" "N0080982ir" 1 3 475260.122111784 5051916.98969115 0 0 472878.935562814 5047355.11947721
